City,Lat,Lon,Zipcode
Chicago,41.889146,-87.622517,60611
Chicago,41.887824,-87.631768,60654
Chicago,41.879164,-87.637781,60606
Chicago,41.867404,-87.626584,60605
Chicago,41.804295,-87.704362,60632
Chicago,41.799834,-87.724478,60632
Chicago,41.786699,-87.737919,60629
Chicago,41.804623,-87.684378,60609
Chicago,41.961099,-87.743223,60630
Chicago,41.915981,-87.687065,60647
Chicago,41.91335,-87.632968,60610
Chicago,42.008086,-87.665969,60626
Chicago,41.953887,-87.654928,60613
Chicago,41.94752,-87.653627,60613
Chicago,41.939796,-87.653328,60657
Chicago,41.918242,-87.652631,60614
Chicago,41.943805,-87.663588,60657
Chicago,41.943689,-87.670819,60657
Chicago,41.947052,-87.674769,60613
Chicago,41.954353,-87.67497,60613
Chicago,41.961674,-87.675153,60640
Chicago,41.966386,-87.678841,60625
Chicago,41.966235,-87.688448,60625
Chicago,41.968091,-87.713192,60625
Chicago,41.781484,-87.630976,60621
Chicago,41.768351,-87.625757,60621
Chicago,41.879173,-87.639596,60606
Chicago,41.879065,-87.639397,60606
Chicago,41.857734,-87.617769,60605
Chicago,41.844427,-87.61343,60616
Chicago,41.875487,-87.6497,60607
Chicago,41.875895,-87.659325,60607
Chicago,41.875549,-87.689588,60612
Chicago,41.873898,-87.728857,60624
Chicago,41.875664,-87.673256,60612
Chicago,41.875568,-87.640972,60607
Chicago,41.89132,-87.64786,60642
Chicago,41.939141,-87.712513,60618
Chicago,41.930258,-87.70934,60647
Chicago,41.873851,-87.627582,60602
Chicago,41.885751,-87.627866,60601
Chicago,41.878227,-87.627698,60604
Chicago,41.880822,-87.627758,60603
Chicago,41.882634,-87.633845,60602
Chicago,41.878862,-87.633741,60604
Chicago,41.876854,-87.631788,60602
Chicago,41.876929,-87.628668,60604
Chicago,41.879627,-87.626119,60603
Chicago,41.885757,-87.631042,60601
Chicago,41.885717,-87.64192,60661
Chicago,41.885341,-87.666282,60607
Chicago,41.871389,-87.669601,60612
Chicago,41.857958,-87.669215,60608
Chicago,41.854536,-87.676802,60608
Chicago,41.854424,-87.684906,60608
Chicago,41.854343,-87.694731,60608
Chicago,41.854197,-87.705741,60623
Chicago,41.85405,-87.71514,60623
Chicago,41.853923,-87.724116,60623
Chicago,41.887389,-87.765537,60644
Chicago,41.887274,-87.774336,60644
Chicago,41.884216,-87.696677,60612
Chicago,41.88433,-87.706242,60624
Chicago,41.885466,-87.726465,60624
Chicago,41.887133,-87.754886,60644
Chicago,41.809136,-87.618882,60615
Chicago,41.802408,-87.618561,60615
Chicago,41.83129,-87.62586,60616
Chicago,41.808901,-87.591476,60615
Chicago,41.685873,-87.612398,60628
Chicago,41.858001,-87.653384,60608
Chicago,41.947391,-87.786234,60634
Chicago,41.995117,-87.880477,60018
Chicago,41.836338,-87.64623,60608
Chicago,41.740614,-87.714119,60652
Chicago,41.801622,-87.605276,60615
Chicago,41.984315,-87.836977,60631
Chicago,41.970308,-87.762384,60630
Chicago,41.970337,-87.760283,60630
Chicago,41.879067,-87.639233,60606
Chicago,41.87907,-87.639072,60606
Chicago,41.879072,-87.638903,60606
Chicago,41.87829,-87.638982,60606
Chicago,41.878289,-87.639153,60606
Chicago,41.878288,-87.639331,60606
Chicago,41.877983,-87.639469,60606
Chicago,41.867913,-87.624052,60605
Chicago,41.883259,-87.629474,60602
Chicago,41.880744,-87.62941,60603
Chicago,41.8782,-87.629326,60604
Chicago,41.952475,-87.728439,60641
Chicago,41.974972,-87.890241,60018
Chicago,41.921752,-87.635638,60614
Chicago,41.922163,-87.635831,60614
Chicago,41.881877,-87.627664,60602
Chicago,41.765887,-87.605257,60637
Chicago,41.964724,-87.658051,60640
Chicago,41.866133,-87.60779,60605
Chicago,41.880926,-87.627889,60603
Chicago,41.882332,-87.638592,60606
Chicago,41.857135,-87.634987,60605
Chicago,41.750105,-87.625123,60620
Chicago,41.9252,-87.652812,60614
Chicago,41.97339,-87.658608,60640
Chicago,41.978014,-87.658736,60640
Chicago,41.857258,-87.617683,60605
Chicago,41.843557,-87.613124,60616
Chicago,41.802127,-87.587332,60615
Chicago,41.800675,-87.587079,60615
Chicago,41.791877,-87.58792,60637
Chicago,41.759352,-87.595244,60619
Chicago,41.759004,-87.595427,60619
Chicago,41.737685,-87.600176,60619
Chicago,41.73731,-87.600373,60619
Chicago,41.751148,-87.585528,60617
Chicago,41.910913,-87.653873,60642
Chicago,41.91077,-87.653258,60642
Chicago,41.91081,-87.650644,60642
Chicago,42.019054,-87.676324,60626
Chicago,42.016173,-87.675325,60626
Chicago,42.017467,-87.672311,60626
Chicago,41.925324,-87.652744,60614
Chicago,41.925428,-87.652905,60614
Chicago,41.925414,-87.655865,60614
Chicago,41.925271,-87.656152,60614
Chicago,41.925394,-87.649261,60614
Chicago,41.925782,-87.64867,60614
Chicago,41.925156,-87.661098,60614
Chicago,41.925344,-87.660371,60614
